ID,LON,LAT,DEPTH,DIST,PLATE,QUALITY,REGIME_1,AZI,geometry
wsm158444,21.46,38.13,31.6,34.0,AS,C,SS,74.0,POINT (21.46 38.13)
wsm158606,40.28,39.18,19.0,28.0,AT,C,SS,88.0,POINT (40.28 39.18)
wsm158686,26.3,38.78,15.7,64.0,AS,C,NF,109.0,POINT (26.3 38.78)
wsm158754,11.26,43.59,10.0,502.0,EU,C,SS,129.0,POINT (11.26 43.59)
wsm158759,28.92,37.05,16.9,46.0,AT,C,NF,79.0,POINT (28.92 37.05)
wsm158934,12.32,43.63,8.9,513.0,EU,C,NF,128.0,POINT (12.32 43.63)
wsm158966,12.34,43.63,7.1,513.0,EU,C,NF,127.0,POINT (12.34 43.63)
wsm159435,36.62,40.8,17.8,38.0,EU,C,SS,145.0,POINT (36.62 40.8)
wsm159515,28.99,39.12,10.0,134.0,AT,C,NF,120.0,POINT (28.99 39.12)
wsm159732,20.0,38.11,10.0,23.0,EU,C,SS,74.0,POINT (20 38.11)
wsm159777,24.47,39.03,19.1,91.0,AS,C,NS,101.0,POINT (24.47 39.03)
wsm159785,24.07,35.63,26.2,94.0,AS,C,SS,180.0,POINT (24.07 35.63)
wsm159804,27.76,40.8,10.0,24.0,EU,C,SS,117.0,POINT (27.76 40.8)
wsm159863,20.25,41.38,31.7,313.0,EU,C,SS,20.0,POINT (20.25 41.38)
wsm159866,15.54,45.9,5.0,774.0,EU,C,TF,12.0,POINT (15.54 45.9)
wsm159950,6.73,44.48,8.0,698.0,EU,C,NF,173.0,POINT (6.73 44.48)
wsm160238,24.1,39.53,13.0,34.0,AS,C,NF,93.0,POINT (24.1 39.53)
wsm160243,20.53,38.47,15.0,8.0,EU,C,SS,70.0,POINT (20.53 38.47)
wsm160248,20.54,38.77,11.5,34.0,EU,C,SS,64.0,POINT (20.54 38.77)
wsm160254,20.52,38.6,15.6,16.0,EU,C,SS,78.0,POINT (20.52 38.6)
wsm160281,20.55,38.46,10.0,10.0,AS,C,SS,38.0,POINT (20.55 38.46)
wsm160291,20.55,38.76,13.2,34.0,EU,C,SS,59.0,POINT (20.55 38.76)
wsm160298,20.53,38.63,17.5,19.0,EU,C,SS,72.0,POINT (20.53 38.63)
wsm160371,20.49,38.75,14.0,31.0,EU,C,NF,177.0,POINT (20.49 38.75)
wsm160374,20.47,38.78,17.0,34.0,EU,C,NF,175.0,POINT (20.47 38.78)
wsm160376,20.59,38.6,9.5,20.0,EU,C,SS,67.0,POINT (20.59 38.6)
wsm160530,37.75,38.82,20.2,94.0,AT,C,SS,26.0,POINT (37.75 38.82)
wsm160599,40.13,39.27,20.7,31.0,AT,C,SS,178.0,POINT (40.13 39.27)
wsm160637,40.22,39.26,24.0,25.0,AT,C,SS,91.0,POINT (40.22 39.26)
wsm160651,15.21,42.43,10.0,412.0,EU,C,TF,114.0,POINT (15.21 42.43)
wsm160654,15.08,42.34,10.0,400.0,EU,C,TF,119.0,POINT (15.08 42.34)
wsm160659,15.22,42.34,4.0,402.0,EU,C,TF,115.0,POINT (15.22 42.34)
wsm160694,40.31,39.16,11.0,28.0,AT,C,NF,66.0,POINT (40.31 39.16)
wsm160720,37.92,38.88,22.8,93.0,AT,C,SS,20.0,POINT (37.92 38.88)
wsm160762,21.06,37.8,17.0,67.0,AS,C,SS,88.0,POINT (21.06 37.8)
wsm160803,20.55,39.04,16.0,64.0,EU,C,SS,55.0,POINT (20.55 39.04)
wsm160882,13.58,38.35,10.0,37.0,AF,C,TF,138.0,POINT (13.58 38.35)
wsm160910,15.47,37.77,20.4,14.0,EU,C,TF,140.0,POINT (15.47 37.77)
wsm160911,15.43,37.78,22.6,12.0,EU,C,TF,138.0,POINT (15.43 37.78)
wsm161039,19.89,37.42,10.0,55.0,AF,C,SS,62.0,POINT (19.89 37.42)
wsm161108,12.03,36.46,10.0,245.0,AF,C,SS,134.0,POINT (12.03 36.46)
wsm161129,20.2,38.3,10.0,22.0,EU,C,SS,61.0,POINT (20.2 38.3)
wsm161199,18.42,42.89,29.1,416.0,EU,C,TF,15.0,POINT (18.42 42.89)
wsm161247,34.33,39.72,21.2,160.0,AT,C,SS,142.0,POINT (34.33 39.72)
wsm161302,14.67,36.14,27.3,148.0,AF,C,SS,128.0,POINT (14.67 36.14)
wsm161384,14.61,41.53,10.7,308.0,EU,C,NF,120.0,POINT (14.61 41.53)
wsm161516,21.91,38.35,3.0,22.0,AS,C,NF,80.0,POINT (21.91 38.35)
wsm161692,14.86,36.99,4.6,60.0,AF,C,SS,149.0,POINT (14.86 36.99)
wsm161815,17.42,43.05,24.9,434.0,EU,C,TF,177.0,POINT (17.42 43.05)
wsm161847,21.9,38.39,5.0,23.0,EU,C,NS,81.0,POINT (21.9 38.39)
wsm162142,11.17,43.41,8.4,482.0,EU,C,TS,126.0,POINT (11.17 43.41)
wsm162163,21.24,40.75,4.0,245.0,EU,C,NF,66.0,POINT (21.24 40.75)
wsm162169,16.73,38.27,27.3,83.0,EU,C,SS,113.0,POINT (16.73 38.27)
wsm162289,7.29,44.41,8.9,670.0,EU,C,TF,107.0,POINT (7.29 44.41)
wsm162441,29.62,36.01,10.0,38.0,AT,C,SS,178.0,POINT (29.62 36.01)
wsm162476,19.3,41.29,19.6,262.0,EU,C,TS,51.0,POINT (19.3 41.29)
wsm162505,19.96,37.25,17.0,69.0,AF,C,TF,44.0,POINT (19.96 37.25)
wsm162557,19.83,37.65,15.3,32.0,AF,C,TF,77.0,POINT (19.83 37.65)
wsm163025,23.48,37.81,6.0,84.0,AS,C,NF,79.0,POINT (23.48 37.81)
wsm163347,-1.2,46.08,9.0,1096.0,EU,C,SS,132.0,POINT (-1.2 46.08)
wsm163579,23.62,38.85,16.0,37.0,AS,C,SS,110.0,POINT (23.62 38.85)
wsm163699,22.91,36.7,8.0,117.0,AS,C,NF,167.0,POINT (22.91 36.7)
wsm163788,22.93,39.27,16.0,43.0,EU,C,NF,112.0,POINT (22.93 39.27)
wsm163809,21.86,38.18,11.1,33.0,AS,C,NF,45.0,POINT (21.86 38.18)
wsm163810,21.0,41.26,24.0,291.0,EU,C,NS,26.0,POINT (21 41.26)
wsm163812,20.98,41.11,23.3,283.0,EU,C,NF,15.0,POINT (20.98 41.11)
wsm163826,22.87,38.6,18.0,7.0,EU,C,SS,90.0,POINT (22.87 38.6)
wsm163879,15.81,36.77,22.5,56.0,AF,C,TF,100.0,POINT (15.81 36.77)
wsm163960,11.96,42.71,8.0,407.0,EU,C,NF,117.0,POINT (11.96 42.71)
wsm164011,11.09,36.55,10.0,242.0,AF,C,SS,140.0,POINT (11.09 36.55)
wsm164031,13.04,36.07,12.2,252.0,AF,C,NS,150.0,POINT (13.04 36.07)
wsm164108,29.15,40.26,10.0,48.0,AT,C,NF,75.0,POINT (29.15 40.26)
wsm164152,21.62,44.46,6.0,542.0,EU,C,NS,84.0,POINT (21.62 44.46)
wsm164202,23.73,39.23,14.0,24.0,AS,C,SS,92.0,POINT (23.73 39.23)
wsm164406,9.91,44.17,10.0,576.0,EU,C,NF,137.0,POINT (9.91 44.17)
wsm164435,13.44,43.49,28.8,518.0,EU,C,SS,139.0,POINT (13.44 43.49)
wsm164440,29.25,40.66,16.5,19.0,AT,C,SS,138.0,POINT (29.25 40.66)
wsm164495,14.02,41.32,5.2,287.0,EU,C,NF,143.0,POINT (14.02 41.32)
wsm165075,7.37,44.89,15.1,715.0,EU,C,NF,3.0,POINT (7.37 44.89)
wsm165180,37.59,47.06,17.7,694.0,EU,C,SS,148.0,POINT (37.59 47.06)
wsm165205,14.88,41.78,21.4,337.0,EU,C,SS,124.0,POINT (14.88 41.78)
wsm165495,13.22,42.64,12.0,422.0,EU,C,NF,154.0,POINT (13.22 42.64)
wsm165498,13.28,42.6,7.7,420.0,EU,C,NF,138.0,POINT (13.28 42.6)
wsm165503,13.15,42.68,12.0,425.0,EU,C,NF,144.0,POINT (13.15 42.68)
wsm165507,13.1,42.82,4.0,438.0,EU,C,NF,140.0,POINT (13.1 42.82)
wsm165508,13.25,42.62,10.6,421.0,EU,C,NF,149.0,POINT (13.25 42.62)
wsm165509,13.14,42.76,7.8,433.0,EU,C,NF,177.0,POINT (13.14 42.76)
wsm165511,13.23,42.63,8.0,421.0,EU,C,NF,153.0,POINT (13.23 42.63)
wsm165513,13.03,42.78,8.0,432.0,EU,C,NF,168.0,POINT (13.03 42.78)
wsm165515,13.24,42.64,9.7,423.0,EU,C,NF,164.0,POINT (13.24 42.64)
wsm165517,13.21,42.62,9.8,420.0,EU,C,NF,147.0,POINT (13.21 42.62)
wsm165518,13.22,42.63,9.5,421.0,EU,C,NF,156.0,POINT (13.22 42.63)
wsm165519,13.18,42.73,8.3,431.0,EU,C,NF,144.0,POINT (13.18 42.73)
wsm165520,13.04,42.85,7.6,440.0,EU,C,NF,118.0,POINT (13.04 42.85)
wsm165521,13.29,42.46,9.6,405.0,EU,C,NF,151.0,POINT (13.29 42.46)
wsm165522,13.19,42.66,9.6,424.0,EU,C,NF,164.0,POINT (13.19 42.66)
wsm165524,13.19,42.8,8.8,438.0,EU,C,NF,167.0,POINT (13.19 42.8)
wsm165525,13.16,42.78,9.4,435.0,EU,C,NF,154.0,POINT (13.16 42.78)
wsm165526,13.19,42.81,9.5,439.0,EU,C,SS,10.0,POINT (13.19 42.81)
wsm165534,13.08,42.89,4.0,445.0,EU,C,NF,133.0,POINT (13.08 42.89)
wsm165537,13.24,42.8,8.3,440.0,EU,C,NF,6.0,POINT (13.24 42.8)
wsm165539,13.19,42.72,8.0,430.0,EU,C,NF,165.0,POINT (13.19 42.72)
wsm165542,13.15,42.78,8.7,435.0,EU,C,NF,154.0,POINT (13.15 42.78)
wsm165544,13.14,42.67,8.0,423.0,EU,C,NF,154.0,POINT (13.14 42.67)
wsm165548,13.2,42.8,5.0,439.0,EU,C,NF,170.0,POINT (13.2 42.8)
wsm165550,13.23,42.69,10.2,428.0,EU,C,NF,176.0,POINT (13.23 42.69)
wsm165551,13.33,42.63,8.2,424.0,EU,C,NF,144.0,POINT (13.33 42.63)
wsm165556,13.12,42.4,17.5,394.0,EU,C,NF,141.0,POINT (13.12 42.4)
wsm165564,13.29,42.59,10.4,419.0,EU,C,NF,144.0,POINT (13.29 42.59)
wsm165566,13.28,42.66,8.3,426.0,EU,C,NF,152.0,POINT (13.28 42.66)
wsm165570,13.24,42.52,12.0,410.0,EU,C,NF,142.0,POINT (13.24 42.52)
wsm165573,13.21,42.75,9.8,434.0,EU,C,TF,29.0,POINT (13.21 42.75)
wsm165574,13.15,42.77,8.5,434.0,EU,C,NF,172.0,POINT (13.15 42.77)
wsm165583,13.16,42.69,10.8,426.0,EU,C,NF,139.0,POINT (13.16 42.69)
wsm165588,13.24,42.84,8.9,444.0,EU,C,NF,155.0,POINT (13.24 42.84)
wsm165591,13.16,42.83,4.0,441.0,EU,C,NF,171.0,POINT (13.16 42.83)
wsm165595,13.31,42.55,16.3,415.0,EU,C,NF,137.0,POINT (13.31 42.55)
wsm165599,13.24,42.85,8.4,445.0,EU,C,NF,159.0,POINT (13.24 42.85)
wsm165612,13.2,42.72,11.2,430.0,EU,C,NF,152.0,POINT (13.2 42.72)
wsm165617,13.29,42.6,8.6,420.0,EU,C,NF,161.0,POINT (13.29 42.6)
wsm165619,13.12,42.77,11.5,433.0,EU,C,NF,157.0,POINT (13.12 42.77)
wsm165621,13.15,42.79,5.0,436.0,EU,C,NF,29.0,POINT (13.15 42.79)
wsm165624,13.14,42.82,9.2,439.0,EU,C,NF,158.0,POINT (13.14 42.82)
wsm165629,13.19,42.76,10.3,434.0,EU,C,NF,144.0,POINT (13.19 42.76)
wsm165639,13.14,42.8,9.0,437.0,EU,C,NF,144.0,POINT (13.14 42.8)
wsm165670,13.13,42.83,9.6,440.0,EU,C,NF,159.0,POINT (13.13 42.83)
wsm165671,13.22,42.85,8.3,444.0,EU,C,SS,144.0,POINT (13.22 42.85)
wsm165673,13.23,42.75,11.2,434.0,EU,C,NF,153.0,POINT (13.23 42.75)
wsm165674,13.26,42.82,8.6,442.0,EU,C,SS,0.0,POINT (13.26 42.82)
wsm165682,20.47,41.38,14.4,324.0,EU,C,NF,22.0,POINT (20.47 41.38)
wsm165686,13.31,42.62,8.9,422.0,EU,C,NF,138.0,POINT (13.31 42.62)
wsm165738,13.06,42.82,2.0,437.0,EU,C,NF,169.0,POINT (13.06 42.82)
wsm165757,13.09,42.88,12.0,444.0,EU,C,NF,161.0,POINT (13.09 42.88)
wsm165856,13.24,42.8,9.7,440.0,EU,C,NF,135.0,POINT (13.24 42.8)
wsm165933,21.5,41.88,18.2,303.0,EU,C,NF,84.0,POINT (21.5 41.88)
wsm165961,21.19,38.16,19.9,32.0,AS,C,NF,127.0,POINT (21.19 38.16)
wsm166008,13.19,42.82,11.1,440.0,EU,C,NF,9.0,POINT (13.19 42.82)
wsm166082,13.24,42.74,20.7,433.0,EU,C,NF,106.0,POINT (13.24 42.74)
wsm166114,40.72,42.61,10.0,324.0,EU,C,SS,75.0,POINT (40.72 42.61)
wsm166136,13.19,42.76,9.4,434.0,EU,C,NF,146.0,POINT (13.19 42.76)
wsm166344,13.25,42.9,9.3,450.0,EU,C,NF,164.0,POINT (13.25 42.9)
wsm166346,13.25,42.89,9.3,449.0,EU,C,NF,166.0,POINT (13.25 42.89)
wsm166384,13.23,42.79,9.4,438.0,EU,C,NF,132.0,POINT (13.23 42.79)
wsm166386,21.05,37.65,12.0,66.0,AS,C,NF,101.0,POINT (21.05 37.65)
wsm166401,13.12,42.85,7.8,442.0,EU,C,NF,132.0,POINT (13.12 42.85)
wsm166441,13.17,42.74,8.5,431.0,EU,C,NF,151.0,POINT (13.17 42.74)
wsm166445,13.19,42.74,4.0,432.0,EU,C,NF,159.0,POINT (13.19 42.74)
wsm166492,21.81,38.4,10.0,20.0,EU,C,NF,89.0,POINT (21.81 38.4)
wsm166546,31.05,42.5,22.1,206.0,EU,C,TF,179.0,POINT (31.05 42.5)
wsm166551,20.59,39.57,29.8,123.0,EU,C,TF,32.0,POINT (20.59 39.57)
wsm166554,20.64,39.64,29.1,131.0,EU,C,TF,35.0,POINT (20.64 39.64)
wsm166556,20.65,39.6,26.9,127.0,EU,C,TF,37.0,POINT (20.65 39.6)
wsm166560,20.56,39.9,28.3,159.0,EU,C,TS,71.0,POINT (20.56 39.9)
wsm166563,20.63,39.75,29.1,143.0,EU,C,TF,56.0,POINT (20.63 39.75)
wsm166566,20.59,39.68,22.8,135.0,EU,C,TF,41.0,POINT (20.59 39.68)
wsm166569,20.64,39.67,28.5,134.0,EU,C,TF,36.0,POINT (20.64 39.67)
wsm166571,20.68,39.71,31.9,139.0,EU,C,TF,38.0,POINT (20.68 39.71)
wsm166572,20.66,39.8,32.3,149.0,EU,C,TF,43.0,POINT (20.66 39.8)
wsm166579,20.71,39.76,16.0,145.0,EU,C,TF,41.0,POINT (20.71 39.76)
wsm166582,13.19,42.74,10.7,432.0,EU,C,NF,170.0,POINT (13.19 42.74)
wsm166588,20.6,39.81,23.0,150.0,EU,C,TF,44.0,POINT (20.6 39.81)
wsm166591,20.69,39.75,27.7,144.0,EU,C,TF,39.0,POINT (20.69 39.75)
wsm166593,26.99,37.95,13.9,85.0,AS,C,NS,110.0,POINT (26.99 37.95)
wsm166633,20.67,39.76,10.0,145.0,EU,C,SS,38.0,POINT (20.67 39.76)
wsm166749,11.0,43.61,10.2,505.0,EU,C,SS,123.0,POINT (11 43.61)
wsm166771,13.13,42.81,12.0,438.0,EU,C,NF,162.0,POINT (13.13 42.81)
wsm166780,13.11,42.88,12.0,445.0,EU,C,NF,155.0,POINT (13.11 42.88)
wsm166784,13.15,42.92,8.0,450.0,EU,C,NF,154.0,POINT (13.15 42.92)
wsm166786,13.11,42.8,4.0,436.0,EU,C,NF,121.0,POINT (13.11 42.8)
wsm166791,13.12,42.7,10.0,426.0,EU,C,NF,152.0,POINT (13.12 42.7)
wsm166794,13.1,42.96,2.0,453.0,EU,C,NF,171.0,POINT (13.1 42.96)
wsm166803,13.06,42.85,4.0,441.0,EU,C,NF,176.0,POINT (13.06 42.85)
wsm166813,13.11,42.81,3.0,437.0,EU,C,NF,165.0,POINT (13.11 42.81)
wsm166855,13.01,42.79,9.0,433.0,EU,C,NF,125.0,POINT (13.01 42.79)
wsm166865,39.64,44.24,21.3,457.0,EU,C,SS,8.0,POINT (39.64 44.24)
wsm166871,13.16,42.75,12.0,432.0,EU,C,NF,159.0,POINT (13.16 42.75)
wsm166874,13.08,42.84,10.3,440.0,EU,C,NF,2.0,POINT (13.08 42.84)
wsm166875,13.14,42.81,10.7,438.0,EU,C,NF,139.0,POINT (13.14 42.81)
wsm166877,13.09,42.78,10.6,434.0,EU,C,NF,171.0,POINT (13.09 42.78)
wsm166879,13.08,43.06,29.3,464.0,EU,C,NF,130.0,POINT (13.08 43.06)
wsm166882,13.15,42.71,16.0,428.0,EU,C,NF,160.0,POINT (13.15 42.71)
wsm166884,13.17,42.8,21.0,438.0,EU,C,NF,121.0,POINT (13.17 42.8)
wsm166889,13.06,42.76,2.0,431.0,EU,C,NF,157.0,POINT (13.06 42.76)
wsm166902,13.09,42.77,11.9,433.0,EU,C,NF,21.0,POINT (13.09 42.77)
wsm166908,13.06,42.85,3.0,441.0,EU,C,NF,176.0,POINT (13.06 42.85)
wsm166909,13.14,42.81,8.5,438.0,EU,C,NF,154.0,POINT (13.14 42.81)
wsm166923,13.2,42.91,12.0,450.0,EU,C,NF,154.0,POINT (13.2 42.91)
wsm166946,34.25,40.81,14.1,39.0,AT,C,SS,156.0,POINT (34.25 40.81)
wsm166950,12.74,42.75,12.2,423.0,EU,C,NF,158.0,POINT (12.74 42.75)
wsm166955,13.12,42.97,12.0,455.0,EU,C,NF,150.0,POINT (13.12 42.97)
wsm166961,13.21,42.78,9.9,437.0,EU,C,NF,8.0,POINT (13.21 42.78)
wsm166981,13.21,42.94,8.2,454.0,EU,C,NF,161.0,POINT (13.21 42.94)
wsm167007,13.15,42.89,13.1,447.0,EU,C,NF,144.0,POINT (13.15 42.89)
wsm167052,22.9,40.99,11.3,151.0,EU,C,NF,104.0,POINT (22.9 40.99)
wsm167077,13.14,43.0,10.0,458.0,EU,C,NF,147.0,POINT (13.14 43)
wsm167078,13.21,42.72,4.0,430.0,EU,C,NF,160.0,POINT (13.21 42.72)
wsm167091,13.13,42.79,9.4,436.0,EU,C,NF,175.0,POINT (13.13 42.79)
wsm167224,13.15,42.94,10.0,452.0,EU,C,NF,166.0,POINT (13.15 42.94)
wsm167296,22.75,40.97,11.0,158.0,EU,C,NS,99.0,POINT (22.75 40.97)
wsm167376,22.85,40.9,17.4,146.0,EU,C,NF,105.0,POINT (22.85 40.9)
wsm167661,13.07,43.02,10.0,459.0,EU,C,NF,130.0,POINT (13.07 43.02)
wsm167703,13.26,42.56,17.0,415.0,EU,C,NF,156.0,POINT (13.26 42.56)
wsm167719,10.65,44.78,20.4,637.0,EU,C,TF,6.0,POINT (10.65 44.78)
wsm167747,13.23,42.83,12.9,442.0,EU,C,NF,169.0,POINT (13.23 42.83)
wsm167765,21.6,36.49,13.0,29.0,AS,C,NF,31.0,POINT (21.6 36.49)
wsm167772,27.28,35.88,10.0,132.0,AS,C,NF,159.0,POINT (27.28 35.88)
wsm167780,22.03,38.11,18.3,30.0,AS,C,NF,119.0,POINT (22.03 38.11)
wsm167904,16.27,43.49,22.5,501.0,EU,C,TF,37.0,POINT (16.27 43.49)
wsm167944,12.99,42.84,10.0,438.0,EU,C,NF,166.0,POINT (12.99 42.84)
wsm168021,28.64,37.09,10.0,24.0,AT,C,NF,103.0,POINT (28.64 37.09)
wsm168038,39.71,39.54,13.1,24.0,AT,C,SS,32.0,POINT (39.71 39.54)
wsm168184,18.4,42.55,13.9,378.0,EU,C,TF,35.0,POINT (18.4 42.55)
wsm168344,12.75,42.8,10.0,429.0,EU,C,SS,116.0,POINT (12.75 42.8)
wsm168503,21.79,38.3,24.0,23.0,AS,C,SS,87.0,POINT (21.79 38.3)
wsm168587,22.17,37.11,4.0,92.0,AS,C,NF,174.0,POINT (22.17 37.11)
wsm168616,26.1,39.57,3.4,14.0,AS,C,NF,117.0,POINT (26.1 39.57)
wsm168666,13.27,42.45,12.0,404.0,EU,C,NF,160.0,POINT (13.27 42.45)
wsm168673,13.29,42.47,12.0,406.0,EU,C,NF,160.0,POINT (13.29 42.47)
wsm168679,13.29,42.45,13.1,404.0,EU,C,NF,144.0,POINT (13.29 42.45)
wsm168682,13.24,42.62,10.0,421.0,EU,C,NF,136.0,POINT (13.24 42.62)
wsm168683,13.29,42.54,11.1,414.0,EU,C,NF,146.0,POINT (13.29 42.54)
wsm168684,13.27,42.49,11.9,408.0,EU,C,NF,145.0,POINT (13.27 42.49)
wsm168688,13.29,42.44,18.1,403.0,EU,C,NF,151.0,POINT (13.29 42.44)
wsm168692,13.0,42.51,10.0,403.0,EU,C,NF,143.0,POINT (13 42.51)
wsm168697,13.24,42.58,12.9,416.0,EU,C,NF,140.0,POINT (13.24 42.58)
wsm168698,13.26,42.55,9.7,414.0,EU,C,NF,138.0,POINT (13.26 42.55)
wsm168703,13.3,42.59,10.2,419.0,EU,C,NF,137.0,POINT (13.3 42.59)
wsm168721,13.32,42.61,10.5,422.0,EU,C,SS,165.0,POINT (13.32 42.61)
wsm168726,13.21,42.71,9.8,429.0,EU,C,NF,153.0,POINT (13.21 42.71)
wsm168798,13.34,42.55,11.8,416.0,EU,C,NF,149.0,POINT (13.34 42.55)
wsm168801,19.86,40.83,5.0,245.0,EU,C,NF,104.0,POINT (19.86 40.83)
wsm168808,28.75,36.01,20.4,35.0,AS,C,SS,90.0,POINT (28.75 36.01)
wsm168822,13.31,42.62,8.8,422.0,EU,C,NF,150.0,POINT (13.31 42.62)
wsm168831,13.3,42.62,8.6,422.0,EU,C,NF,147.0,POINT (13.3 42.62)
wsm168912,13.05,43.0,10.0,456.0,EU,C,NF,157.0,POINT (13.05 43)
wsm168915,12.93,43.04,10.0,458.0,EU,C,NF,158.0,POINT (12.93 43.04)
wsm168917,13.02,43.0,7.2,456.0,EU,C,NF,161.0,POINT (13.02 43)
wsm168927,12.6,40.99,12.0,232.0,EU,C,SS,95.0,POINT (12.6 40.99)
wsm168928,13.3,42.61,8.9,421.0,EU,C,NF,149.0,POINT (13.3 42.61)
wsm168930,13.04,42.98,8.5,454.0,EU,C,NF,155.0,POINT (13.04 42.98)
wsm168931,13.04,42.98,7.9,454.0,EU,C,NF,159.0,POINT (13.04 42.98)
wsm168951,26.07,39.5,12.0,16.0,AS,C,NF,121.0,POINT (26.07 39.5)
wsm168961,26.06,39.54,12.0,17.0,AS,C,NF,118.0,POINT (26.06 39.54)
wsm168964,26.08,39.53,13.4,15.0,AS,C,NF,83.0,POINT (26.08 39.53)
wsm168981,13.03,42.98,7.5,454.0,EU,C,NF,158.0,POINT (13.03 42.98)
wsm168983,26.1,39.46,12.0,15.0,AS,C,NF,113.0,POINT (26.1 39.46)
wsm168989,26.26,39.44,10.0,10.0,AS,C,NF,105.0,POINT (26.26 39.44)
wsm169002,26.0,39.55,10.0,21.0,AS,C,NF,134.0,POINT (26 39.55)
wsm169004,26.18,39.52,18.8,7.0,AS,C,NF,104.0,POINT (26.18 39.52)
wsm169010,26.17,39.54,10.0,8.0,AS,C,NF,116.0,POINT (26.17 39.54)
wsm169014,26.15,39.54,10.0,9.0,AS,C,NF,125.0,POINT (26.15 39.54)
wsm169036,12.68,42.67,10.0,414.0,EU,C,NF,125.0,POINT (12.68 42.67)
wsm169037,26.07,39.52,6.0,16.0,AS,C,NF,90.0,POINT (26.07 39.52)
wsm169038,12.7,42.68,6.9,415.0,EU,C,NF,81.0,POINT (12.7 42.68)
wsm169049,26.05,39.65,21.8,17.0,AT,C,NF,160.0,POINT (26.05 39.65)
wsm169089,26.14,39.47,12.0,12.0,AS,C,NF,119.0,POINT (26.14 39.47)
wsm169110,13.22,42.69,11.1,427.0,EU,C,NF,138.0,POINT (13.22 42.69)
wsm169136,25.88,39.51,17.6,22.0,AS,C,NF,136.0,POINT (25.88 39.51)
wsm169201,13.26,42.51,7.2,410.0,EU,C,NF,158.0,POINT (13.26 42.51)
wsm169241,26.11,39.54,5.2,13.0,AS,C,NF,112.0,POINT (26.11 39.54)
wsm169243,13.23,42.6,11.5,418.0,EU,C,NF,158.0,POINT (13.23 42.6)
wsm169315,36.1,37.01,14.1,45.0,AT,C,NF,5.0,POINT (36.1 37.01)
wsm169349,14.83,38.42,10.0,33.0,AF,C,SS,84.0,POINT (14.83 38.42)
wsm169370,23.25,39.64,10.0,43.0,EU,C,TF,84.0,POINT (23.25 39.64)
wsm169382,20.08,37.92,17.7,7.0,EU,C,SS,79.0,POINT (20.08 37.92)
wsm169384,26.06,39.46,12.0,18.0,AS,C,NF,104.0,POINT (26.06 39.46)
wsm169415,38.45,37.53,17.2,63.0,AR,C,SS,3.0,POINT (38.45 37.53)
wsm169421,12.31,56.13,28.3,1851.0,EU,C,TS,149.0,POINT (12.31 56.13)
wsm169459,6.7,36.59,14.2,82.0,AF,C,SS,152.0,POINT (6.7 36.59)
wsm169651,27.69,35.72,17.9,97.0,AS,C,NF,168.0,POINT (27.69 35.72)
wsm169718,13.32,42.56,9.1,416.0,EU,C,SS,168.0,POINT (13.32 42.56)
wsm169798,14.99,41.51,19.7,308.0,EU,C,NF,151.0,POINT (14.99 41.51)
wsm169923,27.68,38.63,11.1,15.0,AT,C,NF,122.0,POINT (27.68 38.63)
wsm169985,21.76,38.32,13.8,19.0,AS,C,SS,50.0,POINT (21.76 38.32)
wsm170014,23.61,39.97,10.0,32.0,EU,C,NF,112.0,POINT (23.61 39.97)
wsm170033,20.07,41.81,31.3,344.0,EU,C,NF,14.0,POINT (20.07 41.81)
wsm170036,23.96,39.41,10.0,38.0,AS,C,SS,95.0,POINT (23.96 39.41)
wsm170048,13.27,42.47,14.4,406.0,EU,C,NF,157.0,POINT (13.27 42.47)
wsm170092,13.13,43.01,8.6,459.0,EU,C,SS,156.0,POINT (13.13 43.01)
wsm170097,13.13,43.02,9.2,460.0,EU,C,SS,150.0,POINT (13.13 43.02)
wsm170099,13.12,43.02,8.6,460.0,EU,C,SS,154.0,POINT (13.12 43.02)
wsm170100,13.13,43.02,8.5,460.0,EU,C,SS,158.0,POINT (13.13 43.02)
wsm170134,28.84,37.09,12.0,40.0,AT,C,NF,95.0,POINT (28.84 37.09)
wsm170265,29.25,38.8,12.0,130.0,AT,C,NF,78.0,POINT (29.25 38.8)
wsm170268,27.47,38.64,12.0,24.0,AS,C,NF,123.0,POINT (27.47 38.64)
wsm170298,13.33,42.56,9.3,417.0,EU,C,SS,165.0,POINT (13.33 42.56)
wsm170316,13.33,42.46,12.3,406.0,EU,C,SS,146.0,POINT (13.33 42.46)
wsm170403,13.01,42.94,4.0,449.0,EU,C,NF,158.0,POINT (13.01 42.94)
wsm170408,13.11,42.92,4.0,449.0,EU,C,NF,163.0,POINT (13.11 42.92)
wsm170411,13.33,42.46,12.9,406.0,EU,C,SS,146.0,POINT (13.33 42.46)
wsm170739,40.66,40.06,20.0,76.0,EU,C,TF,132.0,POINT (40.66 40.06)
wsm170834,27.46,35.96,16.9,127.0,AS,C,NF,2.0,POINT (27.46 35.96)
wsm170928,20.13,41.47,19.7,315.0,EU,C,NF,8.0,POINT (20.13 41.47)
wsm170957,13.19,42.76,10.0,434.0,EU,C,NF,112.0,POINT (13.19 42.76)
wsm170976,27.78,38.73,12.0,27.0,AT,C,NF,124.0,POINT (27.78 38.73)
wsm170979,27.8,38.72,10.0,27.0,AT,C,NF,129.0,POINT (27.8 38.72)
wsm170981,27.8,38.77,10.0,32.0,AT,C,NF,117.0,POINT (27.8 38.77)
